ticker,ticker_full,name_yahoo,exchange,quote_type,currency,financial_currency,sector,industry,industry_key,summary,employees,website,hq_country,hq_city,hq_state,price,mcap_yahoo,shares_outstanding,float_shares,volume_avg,volume_avg_10d,beta,revenue_info,ebitda_info,gross_margin,operating_margin,profit_margin,total_cash,total_debt_info,held_insiders,held_institutions,analysts,revenue_stmt,cost_of_revenue,gross_profit,ebitda_stmt,operating_income,net_income,revenue_year,construction_in_progress,net_ppe,gross_ppe,total_assets,cash_and_equiv,total_debt,stockholders_equity,balance_year,capex,stock_issuance,operating_cf,free_cf,exploration_spend,cashflow_year,fetch_status,fetch_note,fetched_at
BTR,BTR.AX,Brightstar Resources Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Gold,gold,"Brightstar Resources Limited, together with its subsidiaries, engages in the exploration, development, and mining of gold properties in Australia. It holds 100% interest in the Laverton, Sandstone, and Menzies hubs located in Western Australia. The company was formerly known as Stone Resources Australia Limited and changed its name to Brightstar Resources Limited in December 2020. Brightstar Resources Limited was incorporated in 2002 and is based in Subiaco, Australia.",,https://brightstarresources.com.au,Australia,Subiaco,WA,0.57,629090304,1103667198,610062811,6895786,15622396,1.09,70074000,-44288000,-0.19659,-0.87635005,-0.88225,26798000,34647000,0.11066,0.17031,3,1054317.0,2723178.0,-1668861.0,-3735216.0,-9998689.0,-6391755.0,2024,,93165971.0,139559262.0,110179304.0,7961484.0,2633172.0,69083766.0,2024,-8745859.0,20500000.0,,-8615541.0,,2024,ok,,2026-09-02T10:07:56
BUR,BUR.AX,Burley Minerals Ltd,ASX,EQUITY,AUD,AUD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"Burley Minerals Ltd explores, evaluates, and develops mineral properties in Australia and Canada. It explores for iron and lithium deposits. Burley Minerals Ltd was incorporated in 2020 and is headquartered in West Perth, Australia.",,https://burleyminerals.com.au,Australia,West Perth,WA,0.023,5249770,228250867,119679286,71836,60751,0.504,10095,-899821,1.0,-187.15715,0.0,478801,0,0.37348998,0.01584,,,,,-5837699.0,-5850026.0,-5834337.0,2024,,14251238.0,14270598.0,17255973.0,2399299.0,,16624833.0,2024,-4270566.0,2303710.0,,-5375407.0,,2024,ok,,2026-09-02T10:07:59
BUS,BUS.AX,Bubalus Resources Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"Bubalus Resources Limited engages in exploration and evaluation of mineral resource projects in the Northern Territory, Victoria, and Western Australia. The company explores for manganese, gold, heavy and light rare earths, and associated minerals such as antimony, bismuth, silver, molybdenum, tungsten, and arsenic. Bubalus Resources Limited was incorporated in 2021 and is based in Perth, Australia.",,https://bubalusresources.com.au,Australia,Perth,WA,0.071,4962048,69888008,47175803,83447,78223,0.418,89144,,1.0,-7.55367,0.0,3406753,0,0.27469,0.05237,,,,,-1762774.0,-1762774.0,-1666732.0,2025,,2779415.0,2779415.0,6120381.0,3248570.0,,5997960.0,2025,-966212.0,2450000.0,,-1888163.0,,2025,ok,,2026-09-02T10:08:01
BUX,BUX.AX,Buxton Resources Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"Buxton Resources Limited engages in the acquisition, exploration, and evaluation of mining tenements in Australia and the United States. It explores for copper, gold, iron, and graphite deposits. The company was incorporated in 2007 and is based in Belmont, Australia.",,https://www.buxtonresources.com.au,Australia,Belmont,WA,0.039,16928688,434068941,233396114,710590,437663,-0.14,1255603,-3264210,1.0,-2.9951,-2.98302,879859,97060,0.28621998,0.0,,651121.0,,651121.0,-3959167.0,-6187781.0,-4041862.0,2024,,1287282.0,1420521.0,4473836.0,2758845.0,,3955368.0,2024,-24583.0,2612500.0,,-3639810.0,,2024,ok,,2026-09-02T10:08:04
BVR,BVR.AX,Bellavista Resources Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"Bellavista Resources Limited, together with its subsidiaries, operates as a mineral exploration company in Western Australia. It explores for base metals, battery mineral, nickel, zinc, copper, silver, platinum group elements, and uranium deposits. Bellavista Resources Limited was incorporated in 2021 and is based in West Perth, Australia.",,https://www.bellavistaresources.com,Australia,West Perth,WA,0.345,74511104,215974222,64008446,858596,1353379,0.69,162657,-5215899,1.0,-75.84188,0.0,2319107,25435,0.24443,0.17601,,,,,-1924577.0,-2120597.0,-2071576.0,2024,,5072989.0,5072989.0,6103655.0,802548.0,75321.0,5729046.0,2024,-2215312.0,2028823.0,,-3556636.0,,2024,ok,,2026-09-02T10:08:06
C1X,C1X.AX,Cosmos Exploration Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Precious Metals & Mining,other-precious-metals-mining,"Cosmos Exploration Limited explores for critical minerals in Australia and Canada. The company primarily explores for gold, nickel, and copper deposits; uranium; platinum group elements; lithium; and rare earth metals. Cosmos Exploration Limited was incorporated in 2021 and is based in Subiaco, Australia.",,https://www.cosmosx.com.au,Australia,Subiaco,WA,0.1,24193318,241933188,72828815,301492,90592,2.442,-776,-1029799,0.0,-444.22794,0.0,169147,0,0.35823002,0.0124,,,,,-3962903.0,-3994841.0,-3960008.0,2024,,5572945.0,5572945.0,6333215.0,695853.0,,6081149.0,2024,-55000.0,590672.0,,-2449791.0,,2024,ok,,2026-09-02T10:08:09
C29,C29.AX,C29 Metals Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"C29 Metals Limited engages in the exploration of mineral properties in Australia. It explores for copper, and gold deposits. C29 Metals Limited was incorporated in 2020 and is based in Hammond Park, Australia.",,https://www.c29metals.com.au,Australia,Hammond Park,WA,0.019,4255720,223985279,121273334,892401,1451408,1.303,,1154897,0.0,0.0,0.0,210766,2834,0.31355,0.0,,20071.0,,20071.0,-3420545.0,-3414069.0,-3421399.0,2023,,5300778.0,5300778.0,7673287.0,2227636.0,15471.0,7439100.0,2024,-845726.0,3525000.0,,-2285649.0,,2024,ok,,2026-09-02T10:08:11
C7A,C7A.AX,Clara Resources Australia Ltd,ASX,EQUITY,AUD,AUD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"Clara Resources Australia Ltd engages in the mineral exploration business in Australia. It explores for coal, nickel, and cobalt deposits. The company owns 100% interest in the Ashford Coking Coal Project located in Australia; and the Kildanga Nickel and Colbalt Project consist of 4 distinct areas located in Australia. The company was formerly known as Aus Tin Mining Limited and changed its name to Clara Resources Australia Ltd in October 2022. Clara Resources Australia Ltd was incorporated in 2006 and is based in Brisbane, Australia.",,https://clararesources.com.au,Australia,Brisbane,QLD,0.004,8930046,2232511417,642324348,2011850,651987,-0.389,,-1033413,0.0,0.0,0.0,1167362,305030,0.67666,0.018509999,,,,,-5159408.0,-2186048.0,-5302036.0,2024,,92475.0,164908.0,9759913.0,14796.0,1459532.0,7603590.0,2024,-18984.0,100000.0,,-1907908.0,,2024,ok,,2026-09-02T10:08:14
CAA,CAA.AX,Capral Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Aluminum,aluminum,"Capral Limited, together with its subsidiary, Austex Dies Pty Ltd, manufactures and distributes fabricated and semi-fabricated aluminum-related products in Australia. The company offers aluminum systems for windows, doors, framing, curtain walls, window and door hardware, showers and robes, fencing, sunshades and fixed louvres, cladding, Qubelok light fabrication, seating, landscaping, scaffolding, and balustrading. It also provides extrusions, sheets, plates and coils, and treadplates. The company offers its products under the Urban Comfort, Urban, Urban Plus, Artisan, Futureline, AGS Commercial, Edge, Caprio, Caprice, Ventus, Envy, Elegance, AB Pivot, Magic Touch, Lumière, Amplimesh, Aquago, Qubelok, Quiklok, CA55 Aluminium Cladding, and Garden Edge brands. It serves residential, commercial, and industrial customers. The company was formerly known as Capral Aluminium Limited and changed its name to Capral Limited in April 2008. Capral Limited was incorporated in 1936 and is based in Bundamba, Australia.",,https://www.capral.com.au,Australia,Bundamba,QLD,11.79,186783824,15842564,15213166,12681,8399,0.59,679721984,49916000,0.29196,0.04705,0.053319998,62051000,71323000,0.26143,0.42883998,1,686039000.0,439291000.0,246748000.0,57743000.0,29903000.0,35626000.0,2025,6108000.0,115293000.0,402050000.0,482902000.0,60488000.0,73209000.0,243806000.0,2025,-11756000.0,-9202000.0,,32015000.0,,2025,ok,,2026-09-02T10:08:17
CAE,CAE.AX,Cannindah Resources Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Precious Metals & Mining,other-precious-metals-mining,"Cannindah Resources Limited, together with its subsidiaries, engages in the exploration, evaluation, and development of various mineral projects in Australia. The company explores for copper, gold, and silver deposits. Its flagship property is the 100% owned Mt Cannindah Project located in Queensland. The company was formerly known as Planet Metals Limited and changed its name to Cannindah Resources Limited in December 2014. Cannindah Resources Limited was incorporated in 2004 and is headquartered in Perth, Australia.",,https://www.cannindah.com.au,Australia,Perth,WA,0.028,40087012,1431678958,558511408,1027484,1045661,1.132,19434,-1258682,1.0,-46.443043,0.0,1635052,11783,0.48863,0.01997,,,,,-1385232.0,-1425790.0,-1506677.0,2024,,17460618.0,17506485.0,17826798.0,25249.0,61483.0,14714152.0,2024,-1448496.0,1610000.0,,-2137077.0,,2024,ok,,2026-09-02T10:08:19
CAV,CAV.AX,Carnavale Resources Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"Carnavale Resources Limited operates as a mineral exploration company in Australia. It primarily explores for tin, lithium, cobalt, silver, nickel, gold, copper, precious metals, and other strategic minerals. The company also involved in investing activities. Carnavale Resources Limited was incorporated in 2006 and is based in Mount Hawthorn, Australia.",,https://www.carnavaleresources.com,Australia,Mount Hawthorn,WA,0.089,36317836,408065557,286505279,262587,142231,0.893,178425,-1036096,1.0,-9.46462,0.0,6272644,0,0.30252,0.044239998,,,,,-1070786.0,-1071247.0,-791143.0,2024,,10051189.0,10051189.0,11491454.0,1244845.0,,11153260.0,2024,-2264986.0,3105675.0,,-2616087.0,,2024,ok,,2026-09-02T10:08:22
CAY,CAY.AX,Canyon Resources Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"Canyon Resources Limited, together with its subsidiaries, engages in the expedition and development of mineral properties in West Africa. The company mines for bauxite, alumina, and silica. Its flagship property is the 100% owned Minim Martap Bauxite project located in central Cameroon. The company was formerly known as Castlemaine Resources Limited and changed its name to Canyon Resources Limited in March 2010. Canyon Resources Limited was incorporated in 2009 and is based in West Perth, Australia. Canyon Resources Limited operates as a subsidiary of Eagle Eye Asset Holdings Pte Ltd.",,https://www.canyonresources.com.au,Australia,West Perth,WA,0.057,117540560,2062115055,594796466,1429792,1033502,0.891,,-9663356,0.0,0.0,0.0,85818736,63580860,0.69617,0.00765,1,,,,-9441139.0,-10130479.0,-9538668.0,2024,,21595936.0,22195357.0,44536543.0,22165818.0,,43869004.0,2024,-3503788.0,25034679.0,,-13077428.0,,2024,ok,,2026-09-02T10:08:24
CAZ,CAZ.AX,Cazaly Resources Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"Cazaly Resources Limited engages in mineral exploration and development activities in Australia, Namibia, and Canada. It explores for rare earth elements, lithium, silver, copper, nicke, zinc, gold, iron ore, cobalt, and base metals deposits. The company was incorporated in 2002 and is based in West Perth, Australia.",,https://www.cazalyresources.com.au,Australia,West Perth,WA,0.02,11780615,589030779,389177621,446328,419707,0.498,238689,-539441,1.0,-2.02092,0.0,4865809,62070,0.32981,0.0,,,,,-5698582.0,-6171512.0,-5805263.0,2025,,7089628.0,7594239.0,10426674.0,2866366.0,113312.0,9953536.0,2025,-1528418.0,1989000.0,,-2459992.0,,2025,ok,,2026-09-02T10:08:26
CBE,CBE.AX,Cobre Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"Cobre Limited engages in the exploration and evaluation of mineral properties in Australia and Botswana. It explores for copper, gold, silver, and zinc deposits. The company's flagship project is the 100% owned Ngami Copper Project covering an area of 727 square kilometers located in Botswana. Cobre Limited was incorporated in 2018 and is based in Sydney, Australia.",,https://www.cobre.com.au,Australia,Sydney,NSW,0.41,500690848,1221197234,428228609,4842858,7498681,1.516,718274,-3102375,1.0,-3.7014802,0.0,7169571,0,0.09641,0.29702,1,,,,-2450330.0,-2476435.0,-2123532.0,2025,,37206447.0,37206447.0,42697378.0,4591195.0,5469815.0,35898145.0,2025,-5771420.0,11891031.0,,-7780500.0,,2025,ok,,2026-09-02T10:08:29
CBY,CBY.AX,Canterbury Resources Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Precious Metals & Mining,other-precious-metals-mining,"Canterbury Resources Limited explores mineral properties in Australia and Papua New Guinea. It explores for copper, molybdenum, silver, and gold deposits. Canterbury Resources Limited was incorporated in 2011 and is headquartered in Pyrmont, Australia.",,https://www.canterburyresources.com.au,Australia,Pyrmont,NSW,0.043,12027022,279698164,165916414,127634,194625,1.11,41370,-1197467,1.0,-30.69413,0.0,923080,0,0.38337,0.017,,,,,-680084.0,-1244634.0,-705177.0,2024,,11124000.0,11124000.0,12490954.0,753021.0,400000.0,11244190.0,2024,-6239.0,612492.0,,-570044.0,,2024,ok,,2026-09-02T10:08:32
CC9,CC9.AX,Chariot Resources Ltd,ASX,EQUITY,AUD,AUD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"Chariot Resources Ltd, a mineral exploration company, focuses on discovering and developing lithium properties in the United States and Nigeria. The company was formerly known as Chariot Corporation Limited and changed its name to Chariot Resources Ltd in November 2025. Chariot Resources Ltd incorporated in 2019 and is based in Perth, Australia.",,https://www.chariotcorporation.com,Australia,Perth,WA,0.08,18151346,226891829,122954444,207299,138201,3.077,65581,-4087374,1.0,-2102.0483,0.0,771079,2064884,0.39881,0.0,,,,,-4087374.0,-4191372.0,-5153215.0,2025,,9696886.0,9735303.0,10821639.0,771079.0,2064884.0,4753674.0,2025,-513254.0,2135136.0,,-4011883.0,,2025,ok,,2026-09-02T10:08:34
